"","zip","family_size","income_limit","year"
"789","165","9",63135,"2017"
"790","165","10",72605.25,"2017"
"791","165","11",83496.0375,"2017"
"792","165","NoAnswer",1,"2017"
"793","166","1",21418.75,"2017"
"794","166","2",24462.5,"2017"
"795","166","3",27531.25,"2017"
"796","166","4",30568.75,"2017"
"797","166","5",33025,"2017"
"798","166","6",35468.75,"2017"
"799","166","7",37912.5,"2017"
"800","166","8",40362.5,"2017"
"801","166","9",46416.875,"2017"
"802","166","10",53379.40625,"2017"
"803","166","11",61386.3171875,"2017"
"804","166","NoAnswer",1,"2017"
"805","167","1",20325,"2017"
"806","167","2",23200,"2017"
"807","167","3",26125,"2017"
"808","167","4",29000,"2017"
"809","167","5",31325,"2017"
"810","167","6",33650,"2017"
"811","167","7",35962.5,"2017"
"812","167","8",38287.5,"2017"
"813","167","9",44030.625,"2017"
"814","167","10",50635.21875,"2017"
"815","167","11",58230.5015625,"2017"
"816","167","NoAnswer",1,"2017"
"817","168","1",21837.5,"2017"
"818","168","2",24937.5,"2017"
"819","168","3",28062.5,"2017"
"820","168","4",31162.5,"2017"
"821","168","5",33662.5,"2017"
"822","168","6",36150,"2017"
"823","168","7",38650,"2017"
"824","168","8",41137.5,"2017"
"825","168","9",47308.125,"2017"
"826","168","10",54404.34375,"2017"
"827","168","11",62564.9953125,"2017"
"828","168","NoAnswer",1,"2017"
"829","169","1",20662.5,"2017"
"830","169","2",23587.5,"2017"
"831","169","3",26550,"2017"
"832","169","4",29475,"2017"
"833","169","5",31862.5,"2017"
"834","169","6",34212.5,"2017"
"835","169","7",36575,"2017"
"836","169","8",38925,"2017"
"837","169","9",44763.75,"2017"
"838","169","10",51478.3125,"2017"
"839","169","11",59200.059375,"2017"
"840","169","NoAnswer",1,"2017"
"841","170","1",24640.625,"2017"
"842","170","2",28153.125,"2017"
"843","170","3",31675,"2017"
"844","170","4",35165.625,"2017"
"845","170","5",37996.875,"2017"
"846","170","6",40812.5,"2017"
"847","170","7",43625,"2017"
"848","170","8",46440.625,"2017"
"849","170","9",53406.71875,"2017"
"850","170","10",61417.7265625,"2017"
"851","170","11",70630.385546875,"2017"
"852","170","NoAnswer",1,"2017"
"853","171","1",32033.3333333333,"2017"
"854","171","2",36616.6666666667,"2017"
"855","171","3",41183.3333333333,"2017"
"856","171","4",45733.3333333333,"2017"
"857","171","5",49416.6666666667,"2017"
"858","171","6",53083.3333333333,"2017"
"859","171","7",56750,"2017"
"860","171","8",60400,"2017"
"861","171","9",69460,"2017"
"862","171","10",79879,"2017"
"863","171","11",91860.85,"2017"
"864","171","NoAnswer",1,"2017"
"865","172","1",25205,"2017"
"866","172","2",28800,"2017"
"867","172","3",32400,"2017"
"868","172","4",35975,"2017"
"869","172","5",38870,"2017"
"870","172","6",41750,"2017"
"871","172","7",44630,"2017"
"872","172","8",47510,"2017"
"873","172","9",54636.5,"2017"
"874","172","10",62831.975,"2017"
"875","172","11",72256.77125,"2017"
"876","172","NoAnswer",1,"2017"
"877","173","1",28575,"2017"
"878","173","2",32658.3333333333,"2017"
"879","173","3",36733.3333333333,"2017"
"880","173","4",40791.6666666667,"2017"
"881","173","5",44075,"2017"
"882","173","6",47350,"2017"
"883","173","7",50608.3333333333,"2017"
"884","173","8",53875,"2017"
"885","173","9",61956.25,"2017"
"886","173","10",71249.6875,"2017"
"887","173","11",81937.140625,"2017"
"888","173","NoAnswer",1,"2017"
"889","174","1",31808.3333333333,"2017"
"890","174","2",36358.3333333333,"2017"
"891","174","3",40900,"2017"
"892","174","4",45416.6666666667,"2017"
"893","174","5",49075,"2017"
"894","174","6",52716.6666666667,"2017"
"895","174","7",56341.6666666667,"2017"
"896","174","8",59975,"2017"
"897","174","9",68971.25,"2017"
"898","174","10",79316.9375,"2017"
"899","174","11",91214.478125,"2017"
"900","174","NoAnswer",1,"2017"
"901","175","1",30213.6363636364,"2017"
"902","175","2",34531.8181818182,"2017"
"903","175","3",38840.9090909091,"2017"
"904","175","4",43131.8181818182,"2017"
"905","175","5",46609.0909090909,"2017"
"906","175","6",50063.6363636364,"2017"
"907","175","7",53509.0909090909,"2017"
"908","175","8",56954.5454545455,"2017"
"909","175","9",65497.7272727273,"2017"
"910","175","10",75322.3863636364,"2017"
"911","175","11",86620.7443181818,"2017"
"912","175","NoAnswer",1,"2017"
"913","176","1",32010,"2017"
"914","176","2",36590,"2017"
"915","176","3",41150,"2017"
"916","176","4",45700,"2017"
"917","176","5",49380,"2017"
"918","176","6",53040,"2017"
"919","176","7",56700,"2017"
"920","176","8",60340,"2017"
"921","176","9",69391,"2017"
"922","176","10",79799.65,"2017"
"923","176","11",91769.5975,"2017"
"924","176","NoAnswer",1,"2017"
"925","177","1",25328.5714285714,"2017"
"926","177","2",28935.7142857143,"2017"
"927","177","3",32557.1428571429,"2017"
"928","177","4",36150,"2017"
"929","177","5",39064.2857142857,"2017"
"930","177","6",41953.5714285714,"2017"
"931","177","7",44850,"2017"
"932","177","8",47735.7142857143,"2017"
"933","177","9",54896.0714285714,"2017"
"934","177","10",63130.4821428571,"2017"
"935","177","11",72600.0544642857,"2017"
"936","177","NoAnswer",1,"2017"
"937","178","1",23166.6666666667,"2017"
"938","178","2",26462.5,"2017"
"939","178","3",29779.1666666667,"2017"
"940","178","4",33058.3333333333,"2017"
"941","178","5",35720.8333333333,"2017"
"942","178","6",38362.5,"2017"
"943","178","7",41008.3333333333,"2017"
"944","178","8",43654.1666666667,"2017"
"945","178","9",50202.2916666667,"2017"
"946","178","10",57732.6354166667,"2017"
"947","178","11",66392.5307291667,"2017"
"948","178","NoAnswer",1,"2017"
"949","179","1",22000,"2017"
"950","179","2",25133.3333333333,"2017"
"951","179","3",28283.3333333333,"2017"
"952","179","4",31400,"2017"
"953","179","5",33925,"2017"
"954","179","6",36441.6666666667,"2017"
"955","179","7",38950,"2017"
"956","179","8",41466.6666666667,"2017"
"957","179","9",47686.6666666667,"2017"
"958","179","10",54839.6666666667,"2017"
"959","179","11",63065.6166666667,"2017"
"960","179","NoAnswer",1,"2017"
"961","180","1",28161.1111111111,"2017"
"962","180","2",32194.4444444444,"2017"
"963","180","3",36200,"2017"
"964","180","4",40200,"2017"
"965","180","5",43438.8888888889,"2017"
"966","180","6",46666.6666666667,"2017"
"967","180","7",49883.3333333333,"2017"
"968","180","8",53083.3333333333,"2017"
"969","180","9",61045.8333333333,"2017"
"970","180","10",70202.7083333333,"2017"
"971","180","11",80733.1145833333,"2017"
"972","180","NoAnswer",1,"2017"
"973","181","1",31375,"2017"
"974","181","2",35866.6666666667,"2017"
"975","181","3",40333.3333333333,"2017"
"976","181","4",44791.6666666667,"2017"
"977","181","5",48400,"2017"
"978","181","6",51991.6666666667,"2017"
"979","181","7",55583.3333333333,"2017"
"980","181","8",59141.6666666667,"2017"
"981","181","9",68012.9166666667,"2017"
"982","181","10",78214.8541666667,"2017"
"983","181","11",89947.0822916667,"2017"
"984","181","NoAnswer",1,"2017"
"985","182","1",27700,"2017"
"986","182","2",31661.1111111111,"2017"
"987","182","3",35611.1111111111,"2017"
"988","182","4",39544.4444444444,"2017"
"989","182","5",42727.7777777778,"2017"
"990","182","6",45900,"2017"
"991","182","7",49066.6666666667,"2017"
"992","182","8",52216.6666666667,"2017"
"993","182","9",60049.1666666667,"2017"
"994","182","10",69056.5416666667,"2017"
"995","182","11",79415.0229166667,"2017"
"996","182","NoAnswer",1,"2017"
"997","183","1",27816.6666666667,"2017"
"998","183","2",31800,"2017"
"999","183","3",35758.3333333333,"2017"
"1000","183","4",39708.3333333333,"2017"
"1001","183","5",42908.3333333333,"2017"
"1002","183","6",46091.6666666667,"2017"
"1003","183","7",49275,"2017"
"1004","183","8",52425,"2017"
"1005","183","9",60288.75,"2017"
"1006","183","10",69332.0625,"2017"
"1007","183","11",79731.871875,"2017"
"1008","183","NoAnswer",1,"2017"
"1009","184","1",24588.8888888889,"2017"
"1010","184","2",28088.8888888889,"2017"
"1011","184","3",31605.5555555556,"2017"
"1012","184","4",35094.4444444444,"2017"
"1013","184","5",37927.7777777778,"2017"
"1014","184","6",40744.4444444444,"2017"
"1015","184","7",43538.8888888889,"2017"
"1016","184","8",46344.4444444444,"2017"
"1017","184","9",53296.1111111111,"2017"
"1018","184","10",61290.5277777778,"2017"
"1019","184","11",70484.1069444444,"2017"
"1020","184","NoAnswer",1,"2017"
"1021","185","1",30266.6666666667,"2017"
"1022","185","2",34583.3333333333,"2017"
"1023","185","3",38900,"2017"
"1024","185","4",43200,"2017"
"1025","185","5",46683.3333333333,"2017"
"1026","185","6",50150,"2017"
"1027","185","7",53600,"2017"
"1028","185","8",57050,"2017"
"1029","185","9",65607.5,"2017"
"1030","185","10",75448.625,"2017"
"1031","185","11",86765.91875,"2017"
"1032","185","NoAnswer",1,"2017"
"1033","186","1",25646.1538461538,"2017"
"1034","186","2",29303.8461538462,"2017"
"1035","186","3",32965.3846153846,"2017"
"1036","186","4",36607.6923076923,"2017"
"1037","186","5",39557.6923076923,"2017"
"1038","186","6",42496.1538461538,"2017"
"1039","186","7",45419.2307692308,"2017"
"1040","186","8",48342.3076923077,"2017"
"1041","186","9",55593.6538461538,"2017"
"1042","186","10",63932.7019230769,"2017"
"1043","186","11",73522.6072115384,"2017"
"1044","186","NoAnswer",1,"2017"
"1045","187","1",31540,"2017"
"1046","187","2",36040,"2017"
"1047","187","3",40540,"2017"
"1048","187","4",45020,"2017"
"1049","187","5",48650,"2017"
"1050","187","6",52260,"2017"
"1051","187","7",55860,"2017"
"1052","187","8",59450,"2017"
"1053","187","9",68367.5,"2017"
"1054","187","10",78622.625,"2017"
"1055","187","11",90416.01875,"2017"
"1056","187","NoAnswer",1,"2017"
"1057","188","1",27668.75,"2017"
"1058","188","2",31612.5,"2017"
"1059","188","3",35562.5,"2017"
"1060","188","4",39493.75,"2017"
"1061","188","5",42681.25,"2017"
"1062","188","6",45843.75,"2017"
"1063","188","7",49000,"2017"
"1064","188","8",52150,"2017"
"1065","188","9",59972.5,"2017"
"1066","188","10",68968.375,"2017"
"1067","188","11",79313.63125,"2017"
"1068","188","NoAnswer",1,"2017"
"1069","189","1",31550,"2017"
"1070","189","2",36057.1428571429,"2017"
"1071","189","3",40550,"2017"
"1072","189","4",45035.7142857143,"2017"
"1073","189","5",48664.2857142857,"2017"
"1074","189","6",52278.5714285714,"2017"
"1075","189","7",55878.5714285714,"2017"
"1076","189","8",59471.4285714286,"2017"
"1077","189","9",68392.1428571429,"2017"
"1078","189","10",78650.9642857143,"2017"
"1079","189","11",90448.6089285714,"2017"
"1080","189","NoAnswer",1,"2017"
"1081","190","1",31880,"2017"
"1082","190","2",36430,"2017"
"1083","190","3",40970,"2017"
"1084","190","4",45505,"2017"
"1085","190","5",49170,"2017"
"1086","190","6",52825,"2017"
"1087","190","7",56455,"2017"
"1088","190","8",60095,"2017"
"1089","190","9",69109.25,"2017"
"1090","190","10",79475.6375,"2017"
"1091","190","11",91396.983125,"2017"
"1092","190","NoAnswer",1,"2017"
"1093","191","1",30870,"2017"
"1094","191","2",35270,"2017"
"1095","191","3",39670,"2017"
"1096","191","4",44060,"2017"
"1097","191","5",47610,"2017"
"1098","191","6",51150,"2017"
"1099","191","7",54660,"2017"
"1100","191","8",58190,"2017"
"1101","191","9",66918.5,"2017"
"1102","191","10",76956.275,"2017"
"1103","191","11",88499.71625,"2017"
"1104","191","NoAnswer",1,"2017"
"1105","192","1",33450,"2017"
"1106","192","2",38225,"2017"
"1107","192","3",43000,"2017"
"1108","192","4",47750,"2017"
"1109","192","5",51600,"2017"
"1110","192","6",55425,"2017"
"1111","192","7",59250,"2017"
"1112","192","8",63050,"2017"
"1113","192","9",72507.5,"2017"
"1114","192","10",83383.625,"2017"
"1115","192","11",95891.16875,"2017"
"1116","192","NoAnswer",1,"2017"
"1117","193","1",30020,"2017"
"1118","193","2",34300,"2017"
"1119","193","3",38580,"2017"
"1120","193","4",42850,"2017"
"1121","193","5",46300,"2017"
"1122","193","6",49740,"2017"
"1123","193","7",53160,"2017"
"1124","193","8",56590,"2017"
"1125","193","9",65078.5,"2017"
"1126","193","10",74840.275,"2017"
"1127","193","11",86066.31625,"2017"
"1128","193","NoAnswer",1,"2017"
"1129","194","1",29235.7142857143,"2017"
"1130","194","2",33407.1428571429,"2017"
"1131","194","3",37578.5714285714,"2017"
"1132","194","4",41728.5714285714,"2017"
"1133","194","5",45092.8571428571,"2017"
"1134","194","6",48442.8571428571,"2017"
"1135","194","7",51771.4285714286,"2017"
"1136","194","8",55114.2857142857,"2017"
"1137","194","9",63381.4285714286,"2017"
"1138","194","10",72888.6428571428,"2017"
"1139","194","11",83821.9392857143,"2017"
"1140","194","NoAnswer",1,"2017"
"1141","195","1",27044.4444444444,"2017"
"1142","195","2",30905.5555555556,"2017"
"1143","195","3",34761.1111111111,"2017"
"1144","195","4",38600,"2017"
"1145","195","5",41711.1111111111,"2017"
"1146","195","6",44805.5555555556,"2017"
"1147","195","7",47888.8888888889,"2017"
"1148","195","8",50972.2222222222,"2017"
"1149","195","9",58618.0555555555,"2017"
"1150","195","10",67410.7638888889,"2017"
"1151","195","11",77522.3784722222,"2017"
"1152","195","NoAnswer",1,"2017"
"1153","196","1",30350,"2017"
"1154","196","2",34683.3333333333,"2017"
"1155","196","3",39016.6666666667,"2017"
"1156","196","4",43316.6666666667,"2017"
"1157","196","5",46816.6666666667,"2017"
"1158","196","6",50283.3333333333,"2017"
"1159","196","7",53750,"2017"
"1160","196","8",57200,"2017"
"1161","196","9",65780,"2017"
"1162","196","10",75647,"2017"
"1163","196","11",86994.05,"2017"
"1164","196","NoAnswer",1,"2017"
"1165","197","1",32016.6666666667,"2017"
"1166","197","2",36583.3333333333,"2017"
"1167","197","3",41150,"2017"
"1168","197","4",45700,"2017"
"1169","197","5",49383.3333333333,"2017"
"1170","197","6",53050,"2017"
"1171","197","7",56700,"2017"
"1172","197","8",60350,"2017"
"1173","197","9",69402.5,"2017"
"1174","197","10",79812.875,"2017"
"1175","197","11",91784.80625,"2017"
"1176","197","NoAnswer",1,"2017"
"1177","198","1",32016.6666666667,"2017"
"1178","198","2",36583.3333333333,"2017"
"1179","198","3",41150,"2017"
"1180","198","4",45700,"2017"
"1181","198","5",49383.3333333333,"2017"
"1182","198","6",53050,"2017"
"1183","198","7",56700,"2017"
"1184","198","8",60350,"2017"
"1185","198","9",69402.5,"2017"
"1186","198","10",79812.875,"2017"
"1187","198","11",91784.80625,"2017"
"1188","198","NoAnswer",1,"2017"
"1189","199","1",25000,"2017"
"1190","199","2",28566.6666666667,"2017"
"1191","199","3",32133.3333333333,"2017"
"1192","199","4",35683.3333333333,"2017"
"1193","199","5",38550,"2017"
"1194","199","6",41416.6666666667,"2017"
"1195","199","7",44266.6666666667,"2017"
"1196","199","8",47116.6666666667,"2017"
"1197","199","9",54184.1666666667,"2017"
"1198","199","10",62311.7916666666,"2017"
"1199","199","11",71658.5604166666,"2017"
"1200","199","NoAnswer",1,"2017"
"1201","200","1",38650,"2017"
"1202","200","2",44150,"2017"
"1203","200","3",49650,"2017"
"1204","200","4",55150,"2017"
"1205","200","5",59600,"2017"
"1206","200","6",64000,"2017"
"1207","200","7",68400,"2017"
"1208","200","8",72800,"2017"
"1209","200","9",83720,"2017"
"1210","200","10",96278,"2017"
"1211","200","11",110719.7,"2017"
"1212","200","NoAnswer",1,"2017"
"1213","201","1",34926.9230769231,"2017"
"1214","201","2",39911.5384615385,"2017"
"1215","201","3",44888.4615384615,"2017"
"1216","201","4",49850,"2017"
"1217","201","5",53869.2307692308,"2017"
"1218","201","6",57850,"2017"
"1219","201","7",61834.6153846154,"2017"
"1220","201","8",65807.6923076923,"2017"
"1221","201","9",75678.8461538462,"2017"
"1222","201","10",87030.6730769231,"2017"
"1223","201","11",100085.274038462,"2017"
"1224","201","NoAnswer",1,"2017"
"1225","202","1",35688.8888888889,"2017"
"1226","202","2",40788.8888888889,"2017"
"1227","202","3",45872.2222222222,"2017"
"1228","202","4",50944.4444444444,"2017"
"1229","202","5",55050,"2017"
"1230","202","6",59122.2222222222,"2017"
"1231","202","7",63194.4444444444,"2017"
"1232","202","8",67250,"2017"
"1233","202","9",77337.5,"2017"
"1234","202","10",88938.125,"2017"
"1235","202","11",102278.84375,"2017"
"1236","202","NoAnswer",1,"2017"
"1237","203","1",35871.4285714286,"2017"
"1238","203","2",40992.8571428571,"2017"
"1239","203","3",46100,"2017"
"1240","203","4",51200,"2017"
"1241","203","5",55328.5714285714,"2017"
"1242","203","6",59421.4285714286,"2017"
"1243","203","7",63514.2857142857,"2017"
"1244","203","8",67592.8571428571,"2017"
"1245","203","9",77731.7857142857,"2017"
"1246","203","10",89391.5535714286,"2017"
"1247","203","11",102800.286607143,"2017"
"1248","203","NoAnswer",1,"2017"
"1249","204","1",33022.7272727273,"2017"
"1250","204","2",37740.9090909091,"2017"
"1251","204","3",42450,"2017"
"1252","204","4",47145.4545454545,"2017"
"1253","204","5",50945.4545454545,"2017"
"1254","204","6",54713.6363636364,"2017"
"1255","204","7",58486.3636363636,"2017"
"1256","204","8",62240.9090909091,"2017"
"1257","204","9",71577.0454545455,"2017"
"1258","204","10",82313.6022727273,"2017"
"1259","204","11",94660.6426136363,"2017"
"1260","204","NoAnswer",1,"2017"
"1261","205","1",36020.8333333333,"2017"
"1262","205","2",41162.5,"2017"
"1263","205","3",46291.6666666667,"2017"
"1264","205","4",51412.5,"2017"
"1265","205","5",55558.3333333333,"2017"
"1266","205","6",59666.6666666667,"2017"
"1267","205","7",63775,"2017"
"1268","205","8",67870.8333333333,"2017"
"1269","205","9",78051.4583333333,"2017"
"1270","205","10",89759.1770833333,"2017"
"1271","205","11",103223.053645833,"2017"
"1272","205","NoAnswer",1,"2017"
"1273","206","1",35156.25,"2017"
"1274","206","2",40175,"2017"
"1275","206","3",45187.5,"2017"
"1276","206","4",50181.25,"2017"
"1277","206","5",54225,"2017"
"1278","206","6",58237.5,"2017"
"1279","206","7",62250,"2017"
"1280","206","8",66243.75,"2017"
"1281","206","9",76180.3125,"2017"
"1282","206","10",87607.359375,"2017"
"1283","206","11",100748.46328125,"2017"
"1284","206","NoAnswer",1,"2017"
"1285","207","1",34992.8571428571,"2017"
"1286","207","2",39985.7142857143,"2017"
"1287","207","3",44971.4285714286,"2017"
"1288","207","4",49950,"2017"
"1289","207","5",53971.4285714286,"2017"
"1290","207","6",57964.2857142857,"2017"
"1291","207","7",61957.1428571429,"2017"
"1292","207","8",65942.8571428571,"2017"
"1293","207","9",75834.2857142857,"2017"
"1294","207","10",87209.4285714286,"2017"
"1295","207","11",100290.842857143,"2017"
"1296","207","NoAnswer",1,"2017"
"1297","208","1",34880,"2017"
"1298","208","2",39860,"2017"
"1299","208","3",44830,"2017"
"1300","208","4",49790,"2017"
"1301","208","5",53800,"2017"
"1302","208","6",57780,"2017"
"1303","208","7",61760,"2017"
"1304","208","8",65730,"2017"
"1305","208","9",75589.5,"2017"
